pid,age,survey_year
410729105,34,2014
410732104,33,2022
410732105,34,2022
410732531,33,2022
410733103,33,2012
410733103,35,2014
410733103,37,2016
410733104,33,2016
410733105,34,2016
410734103,34,2010
410734103,36,2012
410734104,33,2010
410734104,35,2012
410735103,36,2012
410735104,33,2016
410735104,37,2020
410735105,36,2012
410735106,34,2016
410736103,34,2020
410736103,36,2022
410736104,34,2022
410736105,36,2022
410736106,33,2020
410736106,35,2022
410740103,34,2020
410740103,36,2022
410740104,34,2020
410742103,34,2016
410742104,33,2016
410742104,36,2020
410746101,36,2010
410747103,36,2022
410747431,36,2022
410753101,35,2010
410753101,37,2012
410755103,33,2014
410755103,35,2016
410755104,33,2014
410755104,35,2016
410756101,33,2016
410756101,37,2020
410756102,36,2010
410758103,34,2020
410758103,36,2022
410758104,36,2022
410758105,33,2016
410758105,37,2020
410760103,34,2010
410760103,36,2012
410760104,34,2010
410760104,36,2012
410764102,34,2022
410771502,34,2022
410773101,34,2016
410773104,36,2020
410774103,35,2022
410774104,34,2022
410774431,35,2022
410778101,36,2010
410778102,37,2010
410779103,34,2012
410779104,34,2012
410781101,36,2010
410782101,36,2010
410782102,36,2010
410784103,34,2022
410785103,34,2020
410786103,35,2012
410786103,37,2014
410786104,36,2012
410788103,33,2010
410788103,35,2012
410788103,37,2014
410788104,34,2016
410791103,33,2016
410791104,33,2014
410791104,35,2016
410791105,33,2022
410792104,36,2012
410793104,34,2022
410793551,34,2020
410793551,36,2022
410797103,34,2014
410797104,37,2020
410797105,35,2020
410798103,34,2022
410799501,33,2022
410803103,36,2020
410805102,33,2012
410805102,35,2014
410805102,37,2016
410809103,34,2022
410809104,34,2020
410809104,36,2022
410809431,33,2022
410811101,36,2010
410811104,36,2010
410812103,34,2016
410812107,33,2016
410813103,34,2016
410813104,34,2016
410813105,35,2022
410813106,35,2022
410813431,33,2022
410814103,35,2022
410815103,33,2020
410815103,35,2022
410815104,34,2014
410815104,36,2016
410815431,33,2022
410817101,36,2010
410819101,34,2016
410819103,34,2020
410819103,36,2022
410819104,34,2016
410819105,35,2020
410819105,37,2022
410820101,34,2010
410820101,36,2012
410824431,36,2012
410827102,33,2010
410827102,35,2012
410827102,37,2014
410827103,33,2012
410827103,35,2014
410827103,37,2016
410827104,34,2016
410827105,35,2010
410827105,37,2012
410827106,34,2014
410827106,36,2016
410827431,35,2022
410829103,33,2022
410829104,34,2022
410829531,36,2022
410830103,34,2012
410830104,35,2014
410830104,37,2016
410830105,33,2016
410830106,33,2022
410830108,34,2014
410830108,36,2016
410830109,34,2020
410830109,36,2022
410830110,33,2020
410830110,35,2022
410831104,35,2020
410831104,37,2022
410831105,36,2022
410832102,37,2022
410832103,34,2022
410832105,36,2020
410832551,37,2022
410834103,33,2020
410834103,35,2022
410834104,33,2020
410834104,35,2022
410834105,33,2022
410835101,34,2016
410835101,37,2020
410835102,35,2010
410835102,37,2012
410841102,34,2022
410841431,36,2020
410842103,34,2010
410842104,36,2014
410842105,34,2016
410843101,33,2012
410843101,35,2014
410843101,37,2016
410843103,34,2014
410843103,36,2016
410844101,33,2012
410844101,35,2014
410844101,37,2016
410844102,34,2016
410844107,34,2016
410844108,34,2010
410845103,34,2022
410845104,35,2020
410845431,34,2022
410846102,33,2020
410846102,35,2022
410846104,33,2020
410846104,35,2022
410847102,36,2010
410849101,34,2022
410850103,33,2022
410852101,35,2020
410852101,37,2022
410852102,33,2016
410852102,37,2020
410853602,33,2022
410854103,33,2016
410854104,36,2022
410854105,36,2022
410854106,33,2016
410854432,33,2022
410858103,34,2016
410858104,34,2016
410858105,34,2020
410858105,36,2022
410858106,33,2022
410858431,33,2022
410860103,34,2016
410860104,34,2016
410863102,34,2012
410863102,36,2014
410863103,34,2016
410865105,37,2022
410866103,34,2022
410866431,36,2020
410869101,35,2020
410869101,37,2022
410869102,36,2020
410870101,33,2020
410870101,35,2022
410873103,34,2016
410875531,35,2022
410879102,34,2022
410879551,33,2022
410880103,35,2010
410880103,37,2012
410880104,33,2012
410880104,35,2014
410880104,37,2016
410881104,35,2010
410881104,37,2012
410882103,33,2022
410882104,33,2022
410884103,33,2020
410884103,35,2022
410884431,33,2022
410887101,33,2010
410887101,35,2012
410887101,37,2014
410887104,33,2010
410887104,35,2012
410887104,37,2014
410888103,37,2010
410889103,34,2022
410889551,34,2020
410889551,36,2022
410890102,36,2022
410890651,33,2020
410890651,35,2022
410892103,33,2010
410892103,37,2014
410892104,36,2014
410893101,37,2010
410896103,33,2020
410896103,35,2022
410896431,34,2022
410900103,36,2022
410900104,34,2022
410900105,33,2022
410900106,34,2022
410900107,33,2020
410900107,35,2022
410901101,34,2012
410901101,36,2014
410901102,33,2012
410901102,35,2014
410901102,37,2016
410903103,34,2020
410903103,36,2022
410903601,33,2022
410906103,33,2010
410906103,35,2012
410906103,37,2014
410906104,33,2020
410906104,35,2022
410906105,34,2012
410906105,36,2014
410909101,33,2010
410909101,35,2012
410909101,37,2014
410909104,33,2012
410909104,35,2014
410910103,35,2022
410914101,34,2012
410914101,36,2014
410914104,34,2012
410914104,36,2014
410914106,33,2016
410914106,37,2020
410914107,35,2020
410914107,37,2022
410915101,35,2010
410915101,37,2012
410915102,33,2010
410915102,35,2012
410915102,37,2014
410916103,33,2020
410916103,35,2022
410916104,33,2020
410916104,35,2022
410917103,34,2022
410920101,34,2014
410920101,36,2016
410920102,34,2014
410920102,36,2016
410921101,33,2014
410921101,35,2016
410921102,33,2016
410921102,37,2020
410925101,33,2014
410925101,35,2016
410925102,34,2016
410927102,36,2010
410929103,34,2014
410929103,37,2016
410929104,33,2012
410929104,35,2014
410929107,33,2014
410929108,35,2016
410929111,34,2022
410929112,33,2020
410929112,35,2022
410933104,34,2016
410933104,37,2020
410933105,35,2016
410933211,36,2020
410934103,36,2022
410934104,33,2020
410934104,35,2022
410934431,34,2022
410935103,36,2012
410935104,35,2012
410935104,37,2014
410941501,34,2022
410943105,33,2022
410944103,33,2012
410944431,37,2014
410944432,37,2012
410948104,33,2014
410948104,35,2016
410949101,33,2012
410949101,35,2014
410949101,37,2016
410949102,34,2012
410949102,36,2014
410950103,34,2010
410950103,36,2012
410950104,35,2010
410950104,37,2012
410950431,33,2012
410950431,35,2014
410950431,37,2016
410950531,36,2014
410952104,36,2012
410952105,36,2020
410954103,36,2012
410954104,35,2012
410954104,37,2014
410955103,34,2010
410955103,36,2012
410955104,34,2010
410955104,36,2012
410956104,36,2010
410956531,34,2016
410960103,36,2012
410960104,35,2016
410960105,33,2016
410961104,35,2020
410962105,34,2022
410963105,35,2020
410963105,37,2022
410964103,37,2010
410964104,34,2020
410964104,36,2022
410965103,36,2010
410965103,37,2012
410965104,37,2012
410969103,34,2016
410969103,37,2020
410969104,36,2022
410969105,34,2022
410970104,37,2012
410970105,33,2012
410970105,35,2014
410970105,37,2016
410979103,37,2010
410980102,33,2010
410980102,34,2012
410980102,36,2014
410982104,34,2014
410982104,36,2016
410982105,33,2014
410982105,35,2016
410982109,34,2016
410982431,33,2022
410983101,37,2010
410984103,33,2012
410984103,35,2014
410984103,37,2016
410984104,34,2014
410986101,33,2010
410986101,35,2012
410986101,37,2014
410986102,33,2010
410986102,35,2012
410986102,37,2014
410987102,35,2014
410992102,35,2016
410992103,35,2016
410992106,36,2020
410992107,34,2016
410992109,35,2022
410995113,33,2014
410995113,35,2016
410996101,34,2012
410996101,36,2014
410996102,33,2012
410996102,35,2014
410996102,37,2016
410998103,34,2016
411000103,33,2012
411000103,37,2016
411000104,34,2012
411001103,34,2010
411001103,35,2012
411001103,37,2014
411001104,33,2012
411001104,35,2014
411001104,37,2016
411001109,37,2022
411004103,35,2010
411004103,36,2012
411005104,36,2022
411005105,33,2022
411005501,35,2020
411005501,37,2022
411006102,37,2010
411007102,34,2014
411007102,36,2016
411007103,33,2012
411007103,35,2014
411007103,37,2016
411007105,34,2016
411007106,33,2014
411007106,36,2016
411009102,36,2020
411009103,35,2020
411010103,34,2022
411010501,34,2020
411010501,36,2022
411012103,37,2014
411014103,34,2014
411014103,36,2016
411014104,34,2016
411016103,34,2016
411016601,36,2022
411022103,35,2016
411022104,34,2014
411022104,34,2016
411023103,33,2022
411023431,33,2022
411023501,34,2022
411029103,33,2016
411029103,37,2020
411029104,36,2020
411031103,34,2014
411031103,36,2016
411031104,34,2014
411031104,36,2016
411034101,35,2010
411034101,37,2012
411034102,35,2010
411034102,37,2012
411035103,35,2012
411035103,37,2014
411035104,35,2016
411035107,37,2014
411036101,36,2020
411036104,34,2014
411036104,37,2016
411038105,35,2020
411038105,37,2022
411038106,36,2022
411039104,34,2020
411039401,36,2016
411043101,34,2010
411043102,36,2014
411045102,37,2022
411045103,34,2022
411046103,34,2022
411049103,34,2012
411049103,36,2014
411050103,33,2022
411056101,37,2010
411056102,37,2012
411058101,34,2016
411058104,34,2014
411058104,36,2016
411059103,34,2022
411060103,36,2012
411064103,34,2020
411064103,36,2022
411064104,33,2020
411066102,36,2010
411067103,34,2020
411067103,36,2022
411070103,34,2020
411070104,36,2020
411070105,33,2022
411070203,37,2020
411070431,33,2022
411071103,34,2012
411071103,36,2014
411071104,34,2012
411071104,36,2014
411072101,37,2010
411073101,37,2010
411073103,36,2010
411074101,35,2010
411074101,37,2012
411075102,37,2014
411077101,33,2010
411077101,35,2012
411077101,37,2014
411077103,34,2012
411077103,36,2014
411078101,37,2010
411078102,35,2010
411078102,37,2012
411081102,35,2020
411081102,37,2022
411081104,35,2020
411084103,35,2020
411084103,37,2022
411084105,35,2020
411084105,37,2022
411087104,35,2016
411090102,35,2010
411090102,37,2012
411090103,33,2014
411090103,35,2016
411101105,35,2020
411102101,33,2010
411102101,35,2012
411102101,37,2014
411102103,34,2010
411102103,36,2012
411103106,33,2022
411105103,36,2012
411105104,34,2012
411105104,36,2014
411105105,34,2010
411105105,36,2012
411107101,34,2010
411107101,36,2012
411107102,34,2010
411107102,36,2012
411108104,36,2010
411109105,33,2014
411109105,36,2016
411109106,33,2016
411110103,34,2016
411110104,33,2016
411110104,36,2020
411116104,33,2020
411116105,33,2022
411118103,34,2012
411118103,36,2014
411118104,36,2012
411118105,34,2014
411118105,36,2016
411118109,36,2012
411124103,36,2022
411125104,37,2022
411125106,36,2022
411127102,35,2022
411130102,33,2020
411130102,35,2022
411130103,33,2022
411131581,33,2016
411131582,36,2022
411131583,34,2022
411132431,33,2022
411133103,33,2016
411137103,33,2020
411137103,35,2022
411137431,34,2016
411137432,34,2012
411137432,36,2014
411137531,34,2020
411137531,36,2022
411138531,34,2016
411139103,34,2020
411139103,36,2022
411141101,36,2010
411142431,35,2022
411142531,37,2022
411145101,37,2010
411146101,37,2010
411147103,36,2010
411147104,37,2010
411148101,35,2010
411148101,37,2012
411148103,35,2012
411148103,37,2014
411152102,33,2010
411152102,35,2012
411152102,37,2014
411156101,33,2016
411156104,34,2016
411159101,34,2010
411159101,36,2012
411162105,34,2022
411168101,36,2010
411168102,36,2010
411169103,34,2014
411169103,37,2016
411169104,34,2014
411169104,37,2016
411172101,37,2010
411175103,35,2020
411175103,37,2022
411175106,34,2020
411175106,36,2022
411182104,37,2012
411184104,37,2020
411186101,34,2016
411186101,37,2020
411186104,34,2016
411186104,37,2020
411186105,35,2020
411186105,37,2022
411186106,33,2020
411188103,34,2022
411188501,35,2020
411188501,37,2022
411197531,34,2020
411197533,33,2020
411198101,33,2010
411198101,35,2012
411198102,33,2012
411198102,37,2016
411202501,34,2020
411204101,33,2010
411204101,35,2012
411204101,37,2014
411204102,34,2010
411204102,36,2012
411206104,37,2012
411206105,35,2012
411206105,37,2014
411206106,33,2012
411206106,35,2014
411206109,37,2012
411210103,37,2022
411210105,33,2016
411212101,33,2016
411216103,34,2012
411216103,36,2014
411216104,37,2012
411217103,33,2020
411219431,36,2020
411225103,33,2012
411225103,35,2014
411227101,34,2016
411227102,33,2014
411227102,35,2016
411234103,36,2020
411235101,33,2014
411235102,33,2012
411235102,35,2014
411238431,34,2012
411240551,33,2022
411241101,33,2010
411241101,35,2012
411241101,37,2014
411242101,33,2010
411242101,34,2012
411242101,36,2014
411242102,33,2012
411242102,35,2014
411244104,37,2010
411250101,33,2010
411250101,35,2012
411250101,37,2014
411250103,34,2012
411250103,36,2014
411253433,33,2014
411256101,34,2012
411256101,36,2014
411256104,34,2012
411256104,36,2014
411256501,36,2014
411256502,34,2014
411264103,34,2016
411264105,35,2022
411270101,33,2014
411270102,33,2012
411270102,35,2014
411270102,37,2016
411272101,37,2012
411272102,37,2012
411274101,35,2010
411274101,37,2012
411274102,37,2010
411284102,36,2012
411284103,37,2012
411289103,33,2012
411289103,35,2014
411289104,34,2014
411292101,35,2010
411292101,37,2012
411292105,34,2014
411292105,36,2016
411295101,33,2016
411295102,33,2014
411295102,35,2016
411299102,34,2010
411299102,36,2012
411300103,37,2022
411302103,35,2020
411302104,34,2022
411302501,33,2022
411303102,37,2010
411305101,37,2010
411305103,36,2010
411306103,33,2012
411306103,35,2014
411306103,37,2016
411306104,37,2020
411306105,36,2020
411307101,34,2014
411307101,36,2016
411307104,37,2012
411315101,37,2010
411315104,37,2012
411317101,35,2020
411317101,37,2022
411317102,33,2016
411317102,37,2020
411320103,36,2012
411320105,34,2010
411320105,36,2012
411325101,37,2010
411325102,37,2010
411327101,33,2016
411327101,37,2020
411328531,34,2014
411328531,36,2016
411328532,33,2014
411328532,35,2016
411329104,33,2014
411329105,33,2022
411331103,33,2020
411331103,35,2022
411331104,33,2022
411335103,34,2016
411335104,34,2020
411335104,36,2022
411338103,33,2014
411338103,35,2016
411338104,33,2016
411339101,36,2010
411339102,36,2010
411340101,33,2010
411340101,35,2012
411340101,37,2014
411340102,34,2014
411341431,37,2022
411341581,36,2016
411343103,34,2012
411343103,36,2014
411348103,37,2020
411348104,37,2020
411353103,33,2010
411353103,35,2012
411353103,37,2014
411353104,34,2014
411353104,36,2016
411359102,37,2010
411362101,33,2010
411365104,35,2020
411365104,37,2022
411365551,33,2022
411375103,34,2016
411375103,37,2020
411375104,33,2016
411380102,34,2010
411385103,35,2020
411391103,33,2020
411391103,35,2022
411395103,34,2014
411395104,34,2014
411395104,36,2016
411398101,33,2022
411404103,35,2020
411404103,37,2022
411404104,35,2020
411405103,35,2012
411405103,37,2014
411405104,36,2012
411412101,34,2020
411412104,33,2020
411415104,33,2020
411415104,35,2022
411415105,35,2020
411415105,37,2022
411417102,33,2012
411417102,35,2014
411417103,33,2012
411417103,35,2014
411422102,33,2012
411422102,35,2014
411422103,36,2012
411426103,35,2020
411426104,34,2022
411433102,34,2022
411436103,33,2022
411440102,34,2016
411440103,33,2016
411440103,36,2020
411440106,33,2020
411440106,35,2022
411440107,34,2022
411450103,34,2016
411450103,37,2020
411450502,37,2022
411459103,33,2012
411459103,35,2014
411461103,33,2012
411461103,35,2014
411465103,37,2016
411465104,34,2016
411468103,36,2012
411468104,36,2012
411469103,34,2020
411471101,33,2010
411471101,35,2012
411471101,37,2014
411471104,34,2010
411471104,36,2012
411472103,34,2016
411472104,33,2014
411472104,35,2016
411476102,34,2012
411476102,36,2014
411476103,35,2010
411476103,37,2012
411486103,33,2022
411486531,33,2016
411487103,36,2010
411487104,36,2010
411489103,34,2016
411490102,33,2016
411490103,34,2016
411491531,37,2022
411491581,34,2016
411493104,36,2012
411495101,33,2014
411495101,35,2016
411495102,34,2014
411495102,36,2016
411501103,37,2012
411501104,37,2012
411507431,36,2012
411509103,35,2016
411509104,33,2022
411511103,33,2016
411511103,36,2020
411521102,33,2014
411521102,35,2016
411523103,33,2014
411523103,35,2016
411523104,33,2016
411523104,37,2020
411528103,34,2022
411528105,34,2022
411531531,35,2014
411537101,34,2012
411537101,36,2014
411537102,36,2010
411537102,37,2012
411538103,36,2020
411538104,34,2020
411538104,36,2022
411542101,33,2012
411542101,35,2014
411542104,34,2012
411542104,36,2014
411545101,36,2010
411547102,35,2012
411547102,37,2014
411547104,33,2012
411547104,35,2014
411547107,34,2010
411547107,36,2012
411558103,37,2022
411559108,33,2014
411559108,35,2016
411562101,36,2010
411562102,34,2010
411562102,36,2012
411563531,36,2014
411565104,33,2012
411565104,35,2014
411565107,33,2012
411565107,35,2014
411565108,35,2016
411567103,36,2010
411567104,37,2010
411568101,34,2022
411568501,33,2022
411569103,33,2012
411569103,35,2014
411569103,37,2016
411570103,33,2022
411570431,33,2022
411571101,34,2010
411571101,36,2012
411571102,35,2010
411571102,37,2012
411572103,33,2016
411572103,37,2020
411572104,35,2020
411572104,37,2022
411572105,33,2014
411572105,35,2016
411574102,37,2010
411575101,36,2012
411581102,33,2016
411581103,36,2016
411582104,33,2022
411583103,33,2014
411583103,35,2016
411583104,33,2012
411583104,35,2014
411583104,37,2016
411585101,33,2016
411585103,33,2010
411585103,35,2012
411585103,37,2014
411588103,33,2014
411588103,36,2016
411588104,33,2022
411588105,33,2016
411588105,36,2020
411589102,37,2012
411591103,33,2020
411591103,35,2022
411591104,34,2022
411596101,33,2014
411598103,34,2016
411598103,37,2020
411599103,33,2014
411599103,36,2016
411599104,34,2014
411599104,37,2016
411600103,34,2022
411601102,37,2010
411603104,35,2010
411603104,37,2012
411603105,35,2010
411603105,37,2012
411605102,35,2012
411605102,37,2014
411605103,37,2012
411607103,35,2010
411607103,37,2012
411609101,33,2012
411609101,35,2014
411609101,37,2016
411609102,34,2010
411609102,36,2012
411612431,37,2022
411617101,34,2010
411617101,36,2012
411617103,35,2010
411617103,37,2012
411618101,34,2012
411618101,36,2014
411618104,36,2014
411621101,36,2010
411621102,37,2010
411625101,36,2010
411628101,37,2010
411628102,33,2010
411628102,35,2012
411628102,37,2014
411630101,36,2010
411635102,36,2010
411638103,34,2010
411638401,36,2012
411643103,34,2022
411644103,37,2010
411645103,36,2020
411647103,34,2022
411647551,34,2022
411648102,34,2022
411650101,35,2010
411650101,37,2012
411650102,34,2012
411650102,36,2014
411653101,33,2020
411653101,35,2022
411653105,36,2020
411655103,36,2010
411655104,35,2010
411655104,37,2012
411660103,33,2020
411660103,35,2022
411662103,33,2012
411662103,35,2014
411662103,37,2016
411662104,33,2014
411662104,35,2016
411662105,34,2016
411662109,33,2014
411662109,35,2016
411665101,33,2010
411665101,35,2012
411665101,37,2014
411665104,34,2014
411665104,36,2016
411666101,33,2010
411666101,35,2012
411666101,37,2014
411666102,36,2010
411667103,33,2014
411667103,35,2016
411667502,33,2016
411667502,37,2020
411669103,34,2016
411669104,36,2020
411670102,33,2022
411670501,35,2020
411670501,37,2022
411672101,33,2012
411672101,35,2014
411672101,37,2016
411675101,35,2010
411675101,37,2012
411679101,33,2014
411679101,35,2016
411681103,34,2016
411684101,34,2012
411684101,36,2014
411684103,33,2014
411684103,35,2016
411687101,33,2014
411687101,36,2016
411687102,35,2010
411687102,37,2012
411688103,33,2016
411688103,37,2020
411689101,37,2010
411690101,33,2012
411690102,33,2012
411690102,35,2014
411691103,35,2010
411691103,37,2012
411699101,33,2012
411699101,35,2014
411699101,37,2016
411699102,33,2014
411699102,35,2016
411700103,35,2020
411700431,34,2020
411700431,36,2022
411701103,34,2022
411704102,36,2020
411704431,34,2014
411704431,36,2016
411706101,34,2010
411706101,36,2012
411706104,33,2010
411706104,35,2012
411707101,33,2012
411707101,35,2014
411707102,34,2014
411709101,34,2012
411709101,36,2014
411709102,36,2010
411712102,35,2010
411712102,37,2012
411712103,34,2014
411716104,35,2020
411716104,37,2022
411719101,33,2012
411720104,33,2022
411723102,33,2010
411727101,33,2014
411727101,35,2016
411727102,35,2010
411727102,37,2012
411729102,36,2020
411729104,36,2020
411729431,37,2022
411730101,33,2020
411730101,35,2022
411734103,34,2014
411734103,36,2016
411736101,35,2020
411736551,33,2020
411738103,34,2016
411738104,34,2022
411741101,37,2010
411741102,35,2010
411743104,33,2022
411744103,33,2016
411744103,36,2020
411744104,33,2014
411744104,36,2016
411747103,33,2020
411747103,35,2022
411747104,33,2020
411747104,35,2022
411748101,33,2012
411748101,35,2014
411748101,37,2016
411748102,33,2014
411748102,35,2016
411749101,36,2010
411750101,37,2010
411750102,34,2012
411750102,36,2014
411751103,36,2010
411751104,33,2010
411751104,35,2012
411751104,37,2014
411754101,35,2010
411754101,37,2012
411754102,34,2010
411754102,36,2012
411759101,34,2020
411760103,36,2016
411760104,33,2012
411760104,37,2016
411762103,34,2022
411763103,33,2020
411763103,35,2022
411763105,35,2020
411763105,37,2022
411766101,34,2012
411766101,36,2014
411771106,33,2022
411771107,33,2022
411771108,33,2022
411772104,35,2020
411772104,37,2022
411773103,34,2022
411774101,35,2010
411774104,37,2014
411775104,37,2010
411778104,33,2010
411778104,35,2012
411778104,37,2014
411779103,35,2010
411780101,33,2014
411780101,35,2016
411780103,36,2014
411782104,33,2014
411782104,36,2016
411786101,34,2010
411786101,36,2012
411788103,33,2016
411793103,36,2010
411793104,34,2010
411793104,36,2012
411793105,33,2010
411793105,35,2012
411793105,37,2014
411793106,33,2012
411793106,35,2014
411794101,36,2010
411794102,34,2010
411794102,36,2012
411796103,36,2020
411796104,35,2020
411796104,37,2022
411798103,33,2010
411801105,34,2020
411801105,36,2022
411801107,34,2022
411802102,34,2014
411802102,36,2016
411807103,36,2010
411807105,34,2012
411807105,36,2014
411807431,36,2014
411808103,34,2020
411808103,36,2022
411808104,35,2020
411808104,37,2022
411811101,36,2010
411811102,36,2010
411817103,34,2014
411817103,36,2016
411817104,34,2016
411820103,34,2010
411820104,35,2010
411821101,33,2020
411821101,35,2022
411821104,37,2022
411823101,33,2010
411823102,33,2010
411826101,35,2010
411826101,37,2012
411830101,34,2012
411830101,36,2014
411830102,37,2010
411834103,33,2020
411834103,35,2022
411838101,37,2010
411840103,35,2020
411840103,37,2022
411840431,34,2020
411840431,36,2022
411841101,36,2010
411841102,35,2010
411841102,37,2012
411843102,37,2010
411846103,33,2022
411846104,34,2014
411846104,36,2016
411846105,33,2016
411848531,36,2014
411848532,33,2014
411848532,35,2016
411851101,33,2012
411851101,35,2014
411851101,37,2016
411851104,33,2014
411851104,35,2016
411856101,33,2022
411859103,33,2022
411859501,33,2022
411863102,37,2010
411864103,37,2014
411864104,33,2010
411864104,37,2014
411870102,36,2010
411873103,33,2016
411873103,37,2020
411875101,35,2010
411875101,37,2012
411875102,35,2010
411875102,37,2012
411880103,34,2022
411883103,35,2020
411883431,33,2022
420002101,36,2010
420002102,33,2010
420002102,35,2012
420002102,37,2014
420004102,33,2022
420006102,34,2014
420006103,36,2020
420009103,34,2022
420010102,33,2014
420010102,35,2016
420010104,33,2016
420010104,37,2020
420019103,34,2022
420019104,34,2016
420019104,37,2020
420020104,33,2020
420024101,34,2010
420024101,36,2012
420025101,36,2020
420025102,33,2014
420025102,35,2016
420027103,35,2010
420027103,37,2012
420028102,34,2020
420028102,36,2022
420030103,33,2010
420030103,35,2012
420039101,33,2012
420045101,35,2010
420045101,37,2012
420049103,37,2016
420059101,33,2020
420059101,35,2022
420060103,34,2012
420063104,37,2010
420067101,35,2010
420067101,37,2012
420069101,34,2012
420069101,36,2014
420069102,35,2010
420069102,37,2012
420070101,34,2010
420070101,36,2012
420070103,34,2010
420072103,33,2016
420073102,35,2016
420077102,34,2012
420079103,33,2010
420079103,35,2012
420079103,37,2014
420080101,35,2010
420082101,33,2010
420082101,35,2012
420082101,37,2014
420083101,34,2016
420085101,35,2010
420085101,37,2012
420085102,34,2010
420085102,36,2012
420087101,33,2010
420087101,35,2012
420087101,37,2014
420087102,33,2014
420089101,34,2010
420089101,36,2012
420089102,35,2010
420090101,37,2010
420090103,34,2012
420090103,36,2014
420093101,35,2010
420093103,36,2012
420101102,34,2010
420106531,35,2016
420109103,37,2020
420118101,35,2010
420118102,37,2010
420119101,35,2010
420119101,37,2012
420119102,34,2014
420120101,34,2010
420121101,34,2010
420253102,37,2010
420254101,33,2012
420254101,35,2014
420254102,34,2012
420254102,36,2014
420255103,34,2022
420257101,37,2010
420258101,37,2010
420261103,33,2014
420261103,35,2016
420261431,34,2020
420261431,36,2022
420263103,35,2014
420263103,37,2016
420263531,36,2020
420265651,36,2020
420266103,33,2012
420266103,37,2016
420267103,36,2020
420267551,34,2020
420267551,36,2022
420268103,35,2022
420268104,34,2022
420271103,35,2020
420271531,33,2016
420271531,36,2020
420271701,36,2022
420274102,35,2014
420274102,37,2016
420274103,33,2016
420275103,33,2022
420275501,33,2020
420275501,35,2022
420278103,34,2010
420278103,36,2012
420280101,36,2010
420280102,35,2012
420282104,34,2016
420282104,37,2020
420282105,35,2020
420282105,37,2022
420284103,33,2020
420284103,35,2022
420284431,34,2022
420287101,36,2010
420287102,34,2010
420289103,34,2020
420289103,36,2022
420289104,33,2020
420289104,35,2022
420289651,33,2022
420293103,35,2010
420294103,33,2022
420295101,36,2010
420295102,33,2014
420295102,35,2016
420296104,33,2022
420297103,37,2010
420297104,33,2010
420297104,34,2012
420297106,33,2020
420297106,35,2022
420298103,34,2010
420298103,35,2012
420298103,37,2014
420298104,34,2010
420298104,35,2012
420298104,37,2014
420298431,37,2016
420302103,35,2010
420302103,36,2012
420306103,37,2022
420306104,34,2020
420306104,36,2022
420308103,33,2012
420310105,33,2022
420311104,33,2022
420312101,34,2016
420313101,34,2014
420313101,36,2016
420313431,36,2012
420314103,35,2016
420317101,36,2010
420317102,37,2010
420322102,37,2010
420323101,33,2014
420323101,35,2016
420323102,35,2020
420323102,37,2022
420324101,33,2010
420324101,35,2012
420324102,34,2016
420326101,34,2012
420326101,36,2014
420326102,34,2010
420326102,36,2012
420327101,33,2014
420327101,35,2016
420327103,35,2020
420327104,33,2016
420327432,34,2020
420327551,33,2016
420327551,37,2020
420328102,33,2016
420331103,33,2016
420331431,34,2012
420331431,36,2014
420332551,37,2016
420333104,33,2022
420334431,34,2016
420337102,36,2010
420340101,34,2012
420340101,36,2014
420340431,35,2012
420340431,37,2014
420343531,34,2022
420344101,34,2010
420345101,34,2014
420345101,36,2016
420345102,34,2014
420345102,36,2016
420347103,33,2010
420347103,35,2012
420347103,37,2014
420347104,36,2020
420350101,37,2010
420350104,33,2012
420354104,33,2010
420354104,35,2012
420354104,37,2014
420366101,35,2010
420366101,37,2012
420367102,36,2010
420368501,34,2022
420371103,33,2014
420371104,34,2020
420371104,36,2022
420372102,34,2016
420375101,34,2020
420376101,33,2012
420376101,35,2014
420379103,34,2016
420380101,34,2010
420380101,36,2012
420380104,33,2012
420390101,35,2010
420390101,37,2012
420394102,33,2022
420402104,33,2022
420405103,34,2016
420405103,37,2020
420407103,34,2020
420411105,36,2012
420411106,37,2012
420412103,34,2020
420412103,36,2022
420415102,33,2010
420415102,35,2012
420415102,37,2014
420417103,33,2014
420421105,37,2012
420426102,37,2010
420427103,36,2020
420427551,36,2020
420430103,35,2020
420430104,35,2020
420430104,37,2022
420430105,35,2022
420435101,34,2012
420435101,36,2014
420435102,34,2010
420435102,36,2012
420437102,36,2010
420448101,33,2020
420448101,35,2022
420453102,33,2014
420453102,35,2016
420455101,36,2010
420466101,37,2010
420472102,35,2010
420473101,34,2010
420473102,33,2010
420474101,33,2010
420488101,34,2014
420488101,36,2016
420493101,33,2010
420493101,37,2014
420493102,37,2014
421228431,35,2020
421228431,37,2022
421457501,34,2014
421457501,36,2016
428391701,37,2022
429330431,34,2022
430002103,33,2010
430002103,37,2014
430002105,35,2010
430003103,35,2010
430003103,37,2012
430008101,34,2010
430012101,35,2010
430012101,37,2012
430012102,35,2010
430012102,37,2012
430015102,37,2010
430026102,34,2012
430026102,36,2014
430034104,35,2016
430038101,34,2016
430038103,33,2016
430045102,36,2016
430057103,34,2022
430073102,36,2010
430074101,34,2012
430074101,36,2014
430074102,34,2012
430074102,36,2014
430077102,34,2010
430077102,36,2012
430079101,34,2012
430079104,34,2012
430082101,35,2010
430083101,33,2010
430083102,33,2010
430086101,35,2010
430086101,37,2012
