pid,survey_count,age_35_years,all_survey_years,min_age,max_age
410193431,6,2022,2022,33,33
410196104,6,"2020,2022","2020,2022",33,35
410215103,6,"2012,2014","2012,2014",34,36
410216104,6,"2016,2020","2016,2020",33,37
410222102,6,2010,2010,36,36
410238104,6,2022,2022,33,33
410239101,6,"2012,2014","2012,2014",34,36
410260104,6,2020,2020,33,33
410266103,6,"2010,2012,2014","2010,2012,2014",33,37
410291103,6,"2014,2016","2014,2016",33,36
410323102,6,"2014,2016","2014,2016",34,36
410325103,6,"2020,2022","2020,2022",35,37
410330103,6,2020,2020,33,33
410365101,6,"2012,2014","2012,2014",34,36
410381102,6,2020,2020,33,33
410383104,6,2020,2020,36,36
410393102,6,2012,2012,36,36
410396103,6,"2020,2022","2020,2022",35,37
410399104,6,2022,2022,34,34
410401104,6,2012,2012,37,37
410402103,6,"2020,2022","2020,2022",33,35
410404103,6,2016,2016,34,34
410409102,6,2016,2016,34,34
410409104,6,2022,2022,34,34
410410102,6,2012,2012,37,37
410411103,6,2022,2022,34,34
410413103,6,2012,2012,36,36
410425102,6,2010,2010,36,36
410426103,6,2022,2022,34,34
410429103,6,2022,2022,33,33
410434102,6,2016,2016,33,33
410441101,6,"2010,2012","2010,2012",35,37
410444104,6,2012,2012,37,37
410451102,6,"2014,2016","2014,2016",33,36
410456103,6,"2020,2022","2020,2022",33,35
410460103,6,2022,2022,33,33
410460431,6,2022,2022,33,33
410468102,6,2020,2020,36,36
410487103,6,"2010,2012","2010,2012",35,37
410487104,6,2010,2010,36,36
410503103,6,"2012,2014,2016","2012,2014,2016",33,37
410507102,6,2020,2020,37,37
410508103,6,"2020,2022","2020,2022",34,36
410510101,6,2010,2010,37,37
410513103,6,"2020,2022","2020,2022",35,37
410519103,6,"2020,2022","2020,2022",33,35
410528103,6,"2010,2012","2010,2012",35,37
410535103,6,2016,2016,35,35
410541104,6,"2010,2012,2014","2010,2012,2014",33,37
410549104,6,2022,2022,36,36
410554103,6,"2010,2012,2014","2010,2012,2014",33,37
410554104,6,"2010,2012,2014","2010,2012,2014",33,37
410563104,6,2022,2022,33,33
410581104,6,2012,2012,36,36
410581105,6,"2010,2012","2010,2012",34,36
410585102,6,2022,2022,33,33
410587102,6,2020,2020,33,33
410591102,6,2010,2010,37,37
410636102,6,2012,2012,36,36
410636431,6,"2014,2016","2014,2016",34,36
410689103,6,"2014,2016","2014,2016",33,35
410689106,6,2020,2020,35,35
410694103,6,"2014,2016","2014,2016",34,36
410696103,6,"2020,2022","2020,2022",35,37
410721105,6,"2016,2020","2016,2020",33,36
410724105,6,2020,2020,36,36
410736103,6,"2020,2022","2020,2022",34,36
410742103,6,2016,2016,34,34
410756101,6,"2016,2020","2016,2020",33,37
410756102,6,2010,2010,36,36
410758105,6,"2016,2020","2016,2020",33,37
410791105,6,2022,2022,33,33
410793104,6,2022,2022,34,34
410809431,6,2022,2022,33,33
410811101,6,2010,2010,36,36
410813104,6,2016,2016,34,34
410815431,6,2022,2022,33,33
410820101,6,"2010,2012","2010,2012",34,36
410841431,6,2020,2020,36,36
410846102,6,"2020,2022","2020,2022",33,35
410846104,6,"2020,2022","2020,2022",33,35
410852102,6,"2016,2020","2016,2020",33,37
410858105,6,"2020,2022","2020,2022",34,36
410858106,6,2022,2022,33,33
410858431,6,2022,2022,33,33
410866431,6,2020,2020,36,36
410896431,6,2022,2022,34,34
410921102,6,"2016,2020","2016,2020",33,37
410933104,6,"2016,2020","2016,2020",34,37
410933105,6,2016,2016,35,35
410935103,6,2012,2012,36,36
410949101,6,"2012,2014,2016","2012,2014,2016",33,37
410949102,6,"2012,2014","2012,2014",34,36
410969103,6,"2016,2020","2016,2020",34,37
410982104,6,"2014,2016","2014,2016",34,36
411007105,6,2016,2016,34,34
411007106,6,"2014,2016","2014,2016",33,36
411035103,6,"2012,2014","2012,2014",35,37
411045103,6,2022,2022,34,34
411070103,6,2020,2020,34,34
411070104,6,2020,2020,36,36
411070431,6,2022,2022,33,33
411081104,6,2020,2020,35,35
411107102,6,"2010,2012","2010,2012",34,36
411110104,6,"2016,2020","2016,2020",33,36
411116105,6,2022,2022,33,33
411118103,6,"2012,2014","2012,2014",34,36
411118104,6,2012,2012,36,36
411118109,6,2012,2012,36,36
411132431,6,2022,2022,33,33
411137431,6,2016,2016,34,34
411137432,6,"2012,2014","2012,2014",34,36
411186104,6,"2016,2020","2016,2020",34,37
411186106,6,2020,2020,33,33
411204101,6,"2010,2012,2014","2010,2012,2014",33,37
411204102,6,"2010,2012","2010,2012",34,36
411217103,6,2020,2020,33,33
411225103,6,"2012,2014","2012,2014",33,35
411234103,6,2020,2020,36,36
411306103,6,"2012,2014,2016","2012,2014,2016",33,37
411306105,6,2020,2020,36,36
411315104,6,2012,2012,37,37
411331103,6,"2020,2022","2020,2022",33,35
411331104,6,2022,2022,33,33
411375103,6,"2016,2020","2016,2020",34,37
411391103,6,"2020,2022","2020,2022",33,35
411412101,6,2020,2020,34,34
411412104,6,2020,2020,33,33
411440102,6,2016,2016,34,34
411461103,6,"2012,2014","2012,2014",33,35
411523103,6,"2014,2016","2014,2016",33,35
411523104,6,"2016,2020","2016,2020",33,37
411528103,6,2022,2022,34,34
411572103,6,"2016,2020","2016,2020",33,37
411588103,6,"2014,2016","2014,2016",33,36
411588104,6,2022,2022,33,33
411588105,6,"2016,2020","2016,2020",33,36
411591103,6,"2020,2022","2020,2022",33,35
411599103,6,"2014,2016","2014,2016",33,36
411628101,6,2010,2010,37,37
411638401,6,2012,2012,36,36
411645103,6,2020,2020,36,36
411655103,6,2010,2010,36,36
411655104,6,"2010,2012","2010,2012",35,37
411665101,6,"2010,2012,2014","2010,2012,2014",33,37
411665104,6,"2014,2016","2014,2016",34,36
411666102,6,2010,2010,36,36
411667103,6,"2014,2016","2014,2016",33,35
411672101,6,"2012,2014,2016","2012,2014,2016",33,37
411688103,6,"2016,2020","2016,2020",33,37
411691103,6,"2010,2012","2010,2012",35,37
411700103,6,2020,2020,35,35
411700431,6,"2020,2022","2020,2022",34,36
411704431,6,"2014,2016","2014,2016",34,36
411709101,6,"2012,2014","2012,2014",34,36
411709102,6,2010,2010,36,36
411720104,6,2022,2022,33,33
411747103,6,"2020,2022","2020,2022",33,35
411747104,6,"2020,2022","2020,2022",33,35
411759101,6,2020,2020,34,34
411802102,6,"2014,2016","2014,2016",34,36
411811101,6,2010,2010,36,36
411811102,6,2010,2010,36,36
411840431,6,"2020,2022","2020,2022",34,36
411873103,6,"2016,2020","2016,2020",33,37
411883431,6,2022,2022,33,33
420002102,6,"2010,2012,2014","2010,2012,2014",33,37
420025101,6,2020,2020,36,36
420089101,6,"2010,2012","2010,2012",34,36
420261103,6,"2014,2016","2014,2016",33,35
420261431,6,"2020,2022","2020,2022",34,36
420322102,6,2010,2010,37,37
420327101,6,"2014,2016","2014,2016",33,35
420394102,6,2022,2022,33,33
420453102,6,"2014,2016","2014,2016",33,35
421228431,6,"2020,2022","2020,2022",35,37
429330431,6,2022,2022,34,34
430098102,6,"2012,2014","2012,2014",34,36
430111103,6,"2014,2016","2014,2016",33,35
430123103,6,"2020,2022","2020,2022",33,35
430125431,6,"2012,2014","2012,2014",34,36
430252103,6,"2020,2022","2020,2022",35,37
430253101,6,2010,2010,37,37
430257102,6,2012,2012,37,37
430276103,6,"2014,2016","2014,2016",34,36
430276104,6,"2012,2014","2012,2014",35,37
430322107,6,2022,2022,33,33
430328103,6,"2020,2022","2020,2022",35,37
430328104,6,"2020,2022","2020,2022",33,35
430339105,6,"2020,2022","2020,2022",33,35
430345431,6,"2020,2022","2020,2022",34,36
430376104,6,"2016,2020","2016,2020",33,36
430382103,6,2020,2020,35,35
430382104,6,"2020,2022","2020,2022",33,35
430400104,6,"2020,2022","2020,2022",33,35
430406101,6,"2010,2012","2010,2012",35,37
430406102,6,"2010,2012","2010,2012",34,36
430431103,6,"2020,2022","2020,2022",34,36
430431104,6,2022,2022,34,34
430433101,6,"2010,2012","2010,2012",35,37
430442103,6,"2012,2014","2012,2014",35,37
430452104,6,2016,2016,35,35
430459103,6,2022,2022,33,33
430460102,6,2010,2010,36,36
430461104,6,"2014,2016","2014,2016",33,35
430484104,6,"2012,2014","2012,2014",35,37
430496104,6,2022,2022,33,33
430509104,6,2012,2012,36,36
430509107,6,"2012,2014","2012,2014",35,37
430509108,6,2012,2012,36,36
430559105,6,"2016,2020","2016,2020",33,36
430572102,6,2010,2010,37,37
430595101,6,2020,2020,35,35
430693103,6,2020,2020,33,33
430712106,6,"2014,2016","2014,2016",34,37
430728103,6,"2016,2020","2016,2020",34,37
440156431,6,"2020,2022","2020,2022",33,35
440253104,6,"2014,2016","2014,2016",33,35
440261104,6,"2014,2016","2014,2016",33,35
440292103,6,"2012,2014","2012,2014",34,36
440296103,6,"2016,2020","2016,2020",33,37
440314104,6,"2014,2016","2014,2016",34,36
440319104,6,2022,2022,34,34
440324102,6,2016,2016,34,34
440330101,6,"2012,2014,2016","2012,2014,2016",33,37
440335104,6,"2016,2020","2016,2020",33,37
440346104,6,"2020,2022","2020,2022",34,36
440351104,6,2016,2016,34,34
440363103,6,"2020,2022","2020,2022",33,35
440363104,6,2022,2022,33,33
440422105,6,2020,2020,35,35
440424431,6,2022,2022,34,34
440450101,6,2016,2016,34,34
440450102,6,2020,2020,33,33
440492101,6,2010,2010,37,37
440494103,6,"2010,2012","2010,2012",35,37
440518103,6,"2014,2016","2014,2016",34,36
440560104,6,2016,2016,35,35
440587103,6,"2012,2014,2016","2012,2014,2016",33,37
440600104,6,2016,2016,34,34
440606101,6,"2012,2014,2016","2012,2014,2016",33,37
440606107,6,2016,2016,34,34
440621103,6,"2020,2022","2020,2022",34,36
440633102,6,"2010,2012","2010,2012",35,37
440648104,6,"2012,2014","2012,2014",34,36
440726104,6,2016,2016,34,34
440728103,6,"2016,2020","2016,2020",33,37
440728104,6,2020,2020,35,35
440733103,6,"2016,2020","2016,2020",33,37
440751104,6,"2014,2016","2014,2016",33,35
440762431,6,"2020,2022","2020,2022",33,35
440763103,6,2020,2020,34,34
440793101,6,2010,2010,36,36
440793102,6,2010,2010,37,37
440839102,6,"2016,2020","2016,2020",33,37
440877103,6,"2014,2016","2014,2016",34,36
440889104,6,2020,2020,34,34
440911103,6,2020,2020,34,34
440923101,6,2010,2010,37,37
440973102,6,2012,2012,37,37
441061103,6,"2010,2012","2010,2012",35,37
441070432,6,"2020,2022","2020,2022",35,37
441090103,6,2020,2020,35,35
441091104,6,2010,2010,36,36
441091105,6,2010,2010,36,36
441260104,6,"2020,2022","2020,2022",34,36
441262102,6,2010,2010,37,37
441289103,6,"2014,2016","2014,2016",34,36
441289104,6,2016,2016,34,34
441406102,6,"2020,2022","2020,2022",35,37
441468101,6,"2014,2016","2014,2016",33,35
441468102,6,"2014,2016","2014,2016",33,35
441532103,6,"2016,2020","2016,2020",33,36
441564104,6,"2016,2020","2016,2020",34,37
441564106,6,"2016,2020","2016,2020",34,37
441579101,6,"2014,2016","2014,2016",33,35
441587103,6,2016,2016,34,34
441620101,6,"2010,2012","2010,2012",34,36
441620102,6,2010,2010,37,37
441631103,6,2022,2022,34,34
441634103,6,"2020,2022","2020,2022",35,37
441668116,6,"2020,2022","2020,2022",35,37
441668118,6,2022,2022,34,34
441686103,6,"2014,2016","2014,2016",34,37
441686105,6,2016,2016,34,34
441692102,6,2012,2012,36,36
441699106,6,2020,2020,35,35
441706105,6,2012,2012,37,37
441707431,6,2020,2020,36,36
441710103,6,"2012,2014,2016","2012,2014,2016",33,37
441710104,6,"2012,2014,2016","2012,2014,2016",33,37
441784101,6,2010,2010,36,36
441835102,6,2020,2020,34,34
441918104,6,2022,2022,33,33
441933104,6,"2020,2022","2020,2022",35,37
441949105,6,2020,2020,35,35
441959431,6,2022,2022,34,34
441997431,6,"2016,2020","2016,2020",34,37
450045101,6,"2010,2012","2010,2012",35,37
450051102,6,"2012,2014","2012,2014",34,36
450055101,6,"2014,2016","2014,2016",33,35
450055102,6,"2012,2014,2016","2012,2014,2016",33,37
450089104,6,"2012,2014","2012,2014",35,37
450123101,6,"2012,2014,2016","2012,2014,2016",33,37
450124103,6,2016,2016,34,34
450127104,6,"2016,2020","2016,2020",33,36
450135103,6,2022,2022,33,33
450161101,6,"2010,2012","2010,2012",34,36
450172104,6,2016,2016,34,34
450175103,6,2020,2020,36,36
450179104,6,"2016,2020","2016,2020",33,37
450187431,6,"2016,2020","2016,2020",33,37
450206103,6,"2014,2016","2014,2016",33,36
450213432,6,2022,2022,34,34
450258101,6,"2010,2012","2010,2012",35,37
450300101,6,"2014,2016","2014,2016",34,36
450305101,6,"2014,2016","2014,2016",33,35
450312106,6,"2010,2012","2010,2012",35,37
450318102,6,"2010,2012","2010,2012",34,36
450340103,6,2012,2012,36,36
450349101,6,"2012,2014","2012,2014",34,36
450356104,6,2010,2010,36,36
456465431,6,2022,2022,34,34
500177103,6,"2020,2022","2020,2022",35,37
500238101,6,"2014,2016","2014,2016",33,35
500238105,6,"2012,2014,2016","2012,2014,2016",33,37
500247106,6,2020,2020,36,36
500319102,6,"2014,2016","2014,2016",33,35
509809431,6,"2020,2022","2020,2022",34,36
510061104,6,"2020,2022","2020,2022",33,35
510096103,6,"2016,2020","2016,2020",33,37
510104103,6,"2020,2022","2020,2022",34,36
510104104,6,"2010,2012,2014","2010,2012,2014",33,37
510120105,6,2022,2022,34,34
510160102,6,2010,2010,37,37
510195103,6,"2020,2022","2020,2022",34,36
510231103,6,"2020,2022","2020,2022",33,35
510331101,6,2010,2010,36,36
510331102,6,"2010,2012","2010,2012",34,36
510342102,6,"2010,2012","2010,2012",35,36
510347106,6,"2020,2022","2020,2022",33,35
510363101,6,"2012,2014,2016","2012,2014,2016",33,37
510396101,6,2020,2020,34,34
510397101,6,"2010,2012,2014","2010,2012,2014",33,37
510398103,6,2020,2020,36,36
510398108,6,"2014,2016","2014,2016",34,36
510401101,6,"2014,2016","2014,2016",34,36
510401103,6,"2012,2014,2016","2012,2014,2016",33,37
510403103,6,"2014,2016","2014,2016",33,35
510403104,6,"2012,2014","2012,2014",34,36
510404101,6,"2010,2012,2014","2010,2012,2014",33,37
510404102,6,"2010,2012","2010,2012",34,36
510406101,6,"2014,2016","2014,2016",34,36
510406102,6,2020,2020,35,35
510423101,6,2010,2010,37,37
510424104,6,"2010,2012,2014","2010,2012,2014",33,37
510604103,6,"2012,2014","2012,2014",35,37
510616103,6,"2016,2020","2016,2020",33,37
510623103,6,2022,2022,34,34
510802101,6,"2012,2014","2012,2014",34,36
510802104,6,"2014,2016","2014,2016",34,37
510877103,6,"2016,2020","2016,2020",33,37
510879103,6,2016,2016,33,33
510886101,6,"2010,2012,2014","2010,2012,2014",33,37
510910101,6,"2014,2016","2014,2016",34,36
510910104,6,"2012,2014,2016","2012,2014,2016",33,37
510910105,6,"2010,2012","2010,2012",35,37
510910111,6,2020,2020,34,34
510912432,6,"2012,2014","2012,2014",34,36
510919101,6,"2012,2014,2016","2012,2014,2016",33,37
510928104,6,2020,2020,34,34
510928105,6,2020,2020,36,36
510950101,6,"2012,2014","2012,2014",34,36
510956101,6,2010,2010,36,36
510961103,6,2010,2010,37,37
520008102,6,"2012,2014,2016","2012,2014,2016",33,37
520024103,6,2020,2020,33,33
520028111,6,"2014,2016","2014,2016",34,37
520035103,6,2012,2012,36,36
520035106,6,"2014,2016","2014,2016",34,36
520090102,6,"2012,2014","2012,2014",33,35
520127101,6,2010,2010,36,36
520144101,6,"2010,2012","2010,2012",35,37
520169104,6,2020,2020,36,36
520180102,6,2012,2012,36,36
520180103,6,"2012,2014,2016","2012,2014,2016",33,37
520188104,6,"2016,2020","2016,2020",33,37
520188105,6,"2020,2022","2020,2022",33,35
520196104,6,"2014,2016","2014,2016",33,35
520198102,6,"2012,2014","2012,2014",35,37
520254102,6,"2020,2022","2020,2022",35,37
520282103,6,2012,2012,36,36
520318102,6,"2014,2016","2014,2016",34,36
520322103,6,"2014,2016","2014,2016",34,36
520330102,6,"2020,2022","2020,2022",35,37
520365101,6,"2012,2014","2012,2014",34,36
520376105,6,2022,2022,33,33
520383103,6,"2016,2020","2016,2020",33,37
520384103,6,2012,2012,36,36
520384104,6,2016,2016,34,34
520396105,6,"2020,2022","2020,2022",33,35
520404106,6,"2016,2020","2016,2020",33,37
520409103,6,2010,2010,36,36
520436103,6,"2014,2016","2014,2016",34,36
520442102,6,2010,2010,37,37
520451101,6,"2010,2012","2010,2012",35,37
520473104,6,"2012,2014","2012,2014",35,37
520485104,6,2020,2020,36,36
520498102,6,2010,2010,36,36
520506103,6,"2012,2014","2012,2014",34,36
520513101,6,"2010,2012","2010,2012",35,37
520518103,6,"2012,2014","2012,2014",34,36
520518104,6,"2014,2016","2014,2016",34,36
520529101,6,"2010,2012,2014","2010,2012,2014",33,37
520529102,6,"2014,2016","2014,2016",34,36
520557101,6,"2010,2012","2010,2012",34,36
526068431,6,2022,2022,34,34
530004103,6,"2016,2020","2016,2020",34,37
530009104,6,"2014,2016","2014,2016",33,35
530013101,6,"2010,2012,2014","2010,2012,2014",33,37
530020102,6,2020,2020,35,35
530034101,6,"2014,2016","2014,2016",33,35
530050101,6,2010,2010,36,36
530067103,6,2022,2022,33,33
530072101,6,"2010,2012","2010,2012",34,36
530073104,6,2022,2022,34,34
530081104,6,2020,2020,36,36
530090431,6,2022,2022,34,34
530131101,6,"2012,2014,2016","2012,2014,2016",33,37
530131104,6,2020,2020,35,35
530150101,6,2010,2010,36,36
530159101,6,"2010,2012","2010,2012",34,36
530159102,6,"2010,2012,2014","2010,2012,2014",33,37
530165103,6,"2016,2020","2016,2020",33,37
530165104,6,"2020,2022","2020,2022",34,36
530170102,6,"2010,2012,2014","2010,2012,2014",33,37
530174102,6,"2012,2014","2012,2014",34,36
530176103,6,2020,2020,36,36
530176104,6,2020,2020,35,35
530205102,6,2012,2012,37,37
530209102,6,2016,2016,35,35
530211102,6,"2012,2014,2016","2012,2014,2016",33,37
530217103,6,"2014,2016","2014,2016",33,35
530228103,6,"2012,2020","2012,2020",36,37
530231101,6,"2010,2012","2010,2012",35,37
530243102,6,"2016,2020","2016,2020",33,37
530255431,6,"2012,2014,2016","2012,2014,2016",33,37
530259102,6,"2012,2014","2012,2014",34,36
530263102,6,"2010,2012","2010,2012",34,36
530266102,6,2010,2010,37,37
530268103,6,2020,2020,35,35
530269101,6,2010,2010,36,36
530272101,6,"2010,2012","2010,2012",34,36
530272102,6,"2010,2012","2010,2012",34,36
530285101,6,"2014,2016","2014,2016",33,36
530295431,6,2022,2022,33,33
530316101,6,"2016,2020","2016,2020",33,37
530318102,6,2010,2010,36,36
530324101,6,"2014,2016","2014,2016",33,35
530325104,6,2020,2020,35,35
530344101,6,"2014,2016","2014,2016",33,35
530344104,6,"2014,2016","2014,2016",34,36
530350101,6,"2010,2012","2010,2012",34,36
530361102,6,2020,2020,36,36
530361106,6,2020,2020,36,36
530382101,6,"2010,2012,2014","2010,2012,2014",33,37
530383101,6,2010,2010,36,36
530392102,6,"2010,2012,2014","2010,2012,2014",33,37
530397101,6,"2010,2012","2010,2012",34,36
530397102,6,"2010,2012","2010,2012",34,36
530403103,6,2020,2020,35,35
530403104,6,2020,2020,34,34
530409431,6,"2020,2022","2020,2022",33,35
530419102,6,"2012,2014,2016","2012,2014,2016",33,37
530436101,6,"2010,2012","2010,2012",34,36
530452103,6,"2020,2022","2020,2022",34,36
544225433,6,"2020,2022","2020,2022",33,35
544909431,6,"2020,2022","2020,2022",34,36
610017102,6,"2012,2014,2016","2012,2014,2016",33,37
610019103,6,2020,2020,33,33
610038103,6,"2014,2016","2014,2016",33,36
610038104,6,2016,2016,35,35
610057105,6,"2020,2022","2020,2022",33,35
610065102,6,2010,2010,36,36
610065103,6,"2012,2014,2016","2012,2014,2016",33,37
610067103,6,"2012,2014,2016","2012,2014,2016",33,37
610074103,6,2020,2020,33,33
610079106,6,"2020,2022","2020,2022",35,37
610096101,6,"2012,2014,2016","2012,2014,2016",33,37
610099101,6,2020,2020,35,35
610099102,6,2020,2020,33,33
610100101,6,"2012,2014","2012,2014",34,36
610101101,6,2020,2020,36,36
610107103,6,2020,2020,34,34
610143431,6,2020,2020,36,36
610157103,6,"2014,2016","2014,2016",33,35
610185104,6,"2012,2014","2012,2014",34,36
610200431,6,"2014,2016","2014,2016",33,35
610221102,6,2010,2010,36,36
610224103,6,2020,2020,35,35
610249102,6,2010,2010,36,36
610283101,6,"2010,2012","2010,2012",34,36
610283102,6,"2012,2014,2016","2012,2014,2016",33,37
610370103,6,"2012,2014,2016","2012,2014,2016",33,37
610370104,6,"2014,2016","2014,2016",34,36
620004431,6,"2020,2022","2020,2022",35,37
620008431,6,"2020,2022","2020,2022",34,36
620010101,6,"2014,2016","2014,2016",34,37
620010103,6,2016,2016,35,35
620026101,6,2010,2010,37,37
620062103,6,2022,2022,34,34
620063101,6,"2010,2012","2010,2012",34,36
620063103,6,"2010,2012","2010,2012",35,37
620083103,6,"2020,2022","2020,2022",35,37
620085102,6,2010,2010,37,37
620086103,6,"2014,2016","2014,2016",33,35
620086104,6,2022,2022,33,33
620105103,6,2016,2016,34,34
620105104,6,"2020,2022","2020,2022",35,37
620112104,6,2016,2016,34,34
620121104,6,"2020,2022","2020,2022",35,37
620125101,6,"2010,2012","2010,2012",35,37
620125102,6,"2012,2014","2012,2014",35,37
620139101,6,2010,2010,37,37
620139102,6,2010,2010,37,37
620143103,6,2016,2016,35,35
620143104,6,2020,2020,36,36
620144103,6,2010,2010,37,37
620150106,6,"2016,2020","2016,2020",33,37
620152105,6,2020,2020,36,36
620156102,6,"2010,2012,2014","2010,2012,2014",33,37
620160103,6,2020,2020,34,34
620163103,6,2022,2022,33,33
620182103,6,"2016,2020","2016,2020",33,36
620193103,6,2022,2022,34,34
620196102,6,"2014,2016","2014,2016",33,35
620206104,6,"2016,2020","2016,2020",33,37
620230105,6,"2012,2014","2012,2014",35,37
620233105,6,"2020,2022","2020,2022",33,35
620253107,6,"2020,2022","2020,2022",34,36
620281101,6,2010,2010,36,36
620289103,6,2016,2016,34,34
620291103,6,"2020,2022","2020,2022",34,36
620303101,6,"2012,2014,2016","2012,2014,2016",33,37
620308104,6,2020,2020,35,35
620308105,6,2020,2020,36,36
620311103,6,"2012,2014,2016","2012,2014,2016",33,37
620330431,6,"2020,2022","2020,2022",35,37
620335104,6,"2010,2012","2010,2012",35,37
620341103,6,2016,2016,35,35
620341105,6,"2020,2022","2020,2022",35,37
620359101,6,"2010,2012","2010,2012",35,37
620396101,6,"2016,2020","2016,2020",33,37
620419102,6,2012,2012,37,37
620421105,6,"2012,2014","2012,2014",34,36
620425103,6,"2020,2022","2020,2022",34,36
620429103,6,"2016,2020","2016,2020",33,36
620429104,6,"2020,2022","2020,2022",33,35
620433101,6,2010,2010,37,37
620451104,6,2022,2022,34,34
620453105,6,"2020,2022","2020,2022",34,36
620457103,6,"2020,2022","2020,2022",33,35
620458101,6,2010,2010,37,37
620476104,6,2022,2022,34,34
620478104,6,"2020,2022","2020,2022",34,36
620512103,6,2012,2012,37,37
620557103,6,"2020,2022","2020,2022",34,36
620557105,6,2022,2022,34,34
620571103,6,"2020,2022","2020,2022",34,36
620571104,6,"2020,2022","2020,2022",33,35
620584103,6,2020,2020,36,36
620593101,6,"2012,2014","2012,2014",34,36
620593103,6,"2010,2012,2014","2010,2012,2014",33,37
620628103,6,"2012,2014","2012,2014",35,37
620637101,6,2010,2010,37,37
620638102,6,"2016,2020","2016,2020",33,37
620640103,6,"2020,2022","2020,2022",33,35
620650103,6,"2020,2022","2020,2022",33,35
620655104,6,"2016,2020","2016,2020",33,36
620689431,6,"2020,2022","2020,2022",35,37
620703103,6,2022,2022,34,34
620714101,6,"2016,2020","2016,2020",33,37
620718104,6,2022,2022,36,36
620721104,6,2010,2010,36,36
620747102,6,"2014,2016","2014,2016",34,36
620747103,6,"2016,2020","2016,2020",33,36
620758101,6,2012,2012,36,36
620761103,6,"2020,2022","2020,2022",33,35
620763103,6,2020,2020,33,33
620765101,6,2020,2020,33,33
620780104,6,"2020,2022","2020,2022",35,37
620791101,6,"2010,2012","2010,2012",34,36
620798102,6,2016,2016,34,34
620799101,6,"2012,2014","2012,2014",34,36
620803103,6,2022,2022,33,33
620804102,6,2012,2012,37,37
620805101,6,2010,2010,37,37
620813103,6,"2014,2016","2014,2016",33,35
620839103,6,2012,2012,37,37
620845104,6,2022,2022,33,33
620845105,6,"2016,2020","2016,2020",33,36
620853103,6,"2014,2016","2014,2016",34,36
620855101,6,"2010,2012","2010,2012",34,36
620857106,6,2020,2020,33,33
620858103,6,"2020,2022","2020,2022",33,35
620869431,6,2022,2022,33,33
620880104,6,"2020,2022","2020,2022",34,36
620888101,6,2010,2010,37,37
620892103,6,"2020,2022","2020,2022",34,36
620918431,6,2022,2022,34,34
620925102,6,"2010,2012","2010,2012",34,36
620925103,6,2010,2010,37,37
620927101,6,2010,2010,36,36
620928103,6,"2020,2022","2020,2022",35,37
620945104,6,"2012,2014","2012,2014",34,36
620955101,6,"2010,2012","2010,2012",35,37
620955104,6,2010,2010,36,36
620967101,6,"2010,2012","2010,2012",35,37
620967102,6,"2010,2012","2010,2012",35,37
620969103,6,"2014,2016","2014,2016",33,35
620982105,6,"2020,2022","2020,2022",34,36
620983103,6,2020,2020,35,35
620984102,6,"2010,2012","2010,2012",35,37
620985103,6,2012,2012,36,36
620985104,6,"2010,2012,2014","2010,2012,2014",33,37
620987103,6,2022,2022,33,33
621009103,6,"2014,2016","2014,2016",33,35
621015103,6,2010,2010,37,37
621033102,6,2012,2012,36,36
621033103,6,"2012,2014","2012,2014",34,36
621039105,6,2012,2012,37,37
621057101,6,2010,2010,36,36
621073103,6,2012,2012,36,36
621081104,6,"2020,2022","2020,2022",34,36
621099101,6,2010,2010,36,36
621103102,6,2012,2012,37,37
621118106,6,2020,2020,35,35
621124101,6,2016,2016,34,34
621124102,6,"2020,2022","2020,2022",34,36
621127103,6,2022,2022,34,34
621135104,6,2020,2020,35,35
621139105,6,2020,2020,36,36
621143101,6,"2014,2016","2014,2016",34,36
621144102,6,"2012,2014","2012,2014",34,36
621161104,6,2012,2012,37,37
621211101,6,2016,2016,34,34
621213108,6,2020,2020,34,34
621214101,6,"2010,2012,2014","2010,2012,2014",33,37
621217102,6,"2010,2012","2010,2012",34,36
621226103,6,2020,2020,37,37
621228103,6,"2020,2022","2020,2022",35,37
621239104,6,"2010,2012","2010,2012",34,36
621241102,6,2016,2016,33,33
621241103,6,"2020,2022","2020,2022",35,37
621252103,6,"2020,2022","2020,2022",34,36
621268101,6,2012,2012,37,37
621273102,6,2012,2012,37,37
621274105,6,2022,2022,33,33
621277104,6,"2020,2022","2020,2022",35,37
621280103,6,2022,2022,34,34
621283102,6,2020,2020,36,36
621283107,6,2022,2022,34,34
621289103,6,2016,2016,35,35
621289106,6,"2016,2020","2016,2020",34,37
621290104,6,2022,2022,34,34
621296103,6,"2016,2020","2016,2020",34,37
621317103,6,2020,2020,35,35
621322431,6,"2020,2022","2020,2022",33,35
621331101,6,"2014,2016","2014,2016",34,36
621331107,6,"2014,2016","2014,2016",33,35
621341102,6,"2014,2016","2014,2016",33,35
621342107,6,2012,2012,37,37
621344105,6,2022,2022,34,34
621462102,6,2010,2010,37,37
621467101,6,"2010,2012","2010,2012",34,36
621476102,6,"2016,2020","2016,2020",33,36
621477104,6,"2010,2012,2014","2010,2012,2014",33,37
621481102,6,2010,2010,37,37
621483101,6,"2010,2012","2010,2012",35,37
621483104,6,2010,2010,37,37
621484103,6,2016,2016,34,34
621496106,6,2022,2022,34,34
621510104,6,"2012,2014,2016","2012,2014,2016",33,37
621511103,6,"2020,2022","2020,2022",34,36
